Timestamp,Device_Name,Device_ID,EEP_Type,Raw_Telegram,Payload,Decoded_Data,Status
2025-08-04T14:01:13.127084,HumiditySensor_Bathroom,789abc31,A5-10-01,55000a000180a5009500fe789abc313010,a5009500fe789abc3130,"{""humidity"": 0.0}",SUCCESS
2025-08-04T14:01:15.126477,TempHumidity_LivingRoom,789abc32,A5-02-03,55000a000180a5008fb3be789abc32304e,a5008fb3be789abc3230,"{""humidity"": 0.0, ""temperature"": 22.4}",SUCCESS
2025-08-04T14:01:17.125432,CO2Sensor_Office,789abc33,A5-09-04,55000a000180a5006a00c8789abc3330b2,a5006a00c8789abc3330,"{""co2_ppm"": 831}",SUCCESS
2025-08-04T14:01:19.123108,LightSensor_ConferenceRoom,789abc34,A5-06-01,55000a000180a5e800005d789abc3430c8,a5e800005d789abc3430,"{""light_lux"": 0}",SUCCESS
2025-08-04T14:01:21.123280,TempRangeSensor_Warehouse,789abc35,A5-02-02,55000a000180a56b34564d789abc3530b3,a56b34564d789abc3530,"{""temperature"": 16.8}",SUCCESS
2025-08-04T14:01:23.125583,TempIlluminance_Reception,789abc36,A5-02-04,55000a000180a56a820008789abc3630d8,a56a820008789abc3630,"{""illuminance_lux"": 416, ""temperature"": 0.8}",SUCCESS
2025-08-04T14:01:25.129370,TempHumidityIlluminance_Lobby,789abc37,A5-02-05,55000a000180a55b328ea9789abc373088,a55b328ea9789abc3730,"{""illuminance_lux"": 357, ""temperature"": -24.3, ""humidity"": 55.7}",SUCCESS
2025-08-04T14:01:27.126464,BarometricSensor_WeatherStation,789abc38,A5-10-02,55000a000180a500cd00fc789abc38308c,a500cd00fc789abc3830,"{""pressure_hpa"": 994}",SUCCESS
2025-08-04T14:01:29.134283,TempHumidityBarometric_Outdoor,789abc39,A5-10-03,55000a000180a5d37b45e8789abc3930e0,a5d37b45e8789abc3930,"{""pressure_hpa"": 1009, ""humidity"": 48.2, ""temperature"": 10.8}",SUCCESS
2025-08-04T14:01:31.131398,MotionSensor_Hallway,789abc3d,A5-07-01,55000a000180a500000008789abc3d30f2,a500000008789abc3d30,"{""motion_detected"": true}",SUCCESS
2025-08-04T14:01:33.126037,MotionTempSensor_Bathroom,789abc3e,A5-07-02,55000a000180a500320008789abc3e30b2,a500320008789abc3e30,"{""temperature"": -24.3, ""motion_detected"": true}",SUCCESS
2025-08-04T14:01:35.137581,Accelerometer_VibrationMonitor,789abc40,A5-08-01,55000a000180a57e7dbc08789abc4030de,a57e7dbc08789abc4030,"{""acceleration_x"": -0.02, ""acceleration_y"": -0.04, ""acceleration_z"": 0.95}",SUCCESS
2025-08-04T14:01:37.131919,SoilMoisture_Garden,789abc43,A5-20-01,55000a000180a500008f79789abc43300f,a500008f79789abc4330,"{""soil_moisture_percent"": 0}",SUCCESS
2025-08-04T14:01:39.139218,RainSensor_Outdoor,789abc44,A5-20-02,55000a000180a50000007f789abc4430e1,a50000007f789abc4430,"{""rain_detected"": true}",SUCCESS
2025-08-04T14:01:41.139681,ContactSensor_FrontDoor,789abc45,D5-00-01,550007000111d509789abc453007,d509789abc4530,"{""contact"": ""open""}",SUCCESS
2025-08-04T14:01:43.136466,WindowHandle_MasterBedroom,789abc46,D5-00-02,550007000111d500789abc46305e,d500789abc4630,"{""window_handle"": ""closed""}",SUCCESS
2025-08-04T14:01:45.141710,DoorHandle_MainEntrance,789abc47,D5-00-03,550007000111d500789abc47304b,d500789abc4730,"{""door_handle"": ""closed""}",SUCCESS
2025-08-04T14:01:47.136750,SmokeDetector_Kitchen,789abc49,A5-07-04,55000a000180a5000000ee789abc493053,a5000000ee789abc4930,"{""smoke_alarm"": false}",SUCCESS
2025-08-04T14:01:49.136445,GlassBreakDetector_LivingRoom,789abc4a,A5-07-05,55000a000180a50000008f789abc4a3008,a50000008f789abc4a30,"{""glass_break_alarm"": false}",SUCCESS
2025-08-04T14:01:51.138528,VibrationDetector_Safe,789abc4b,A5-07-06,55000a000180a50000009f789abc4b3083,a50000009f789abc4b30,"{""vibration_detected"": true}",SUCCESS
2025-08-04T14:01:53.143309,FloodDetector_Basement,789abc4c,A5-07-07,55000a000180a5000000e8789abc4c30e4,a5000000e8789abc4c30,"{""flood_detected"": false}",SUCCESS
2025-08-04T14:01:55.139649,RockerSwitch_MasterBedroom,789abc50,F6-02-01,550007000111f600789abc5030b0,f600789abc5030,"{""rocker_action"": ""released""}",SUCCESS
2025-08-04T14:01:57.136582,RockerSwitch2_LivingRoom,789abc51,F6-02-02,550007000111f630789abc513000,f630789abc5130,"{""rocker_action"": ""AO_pressed""}",SUCCESS
